PC=00000000, ---
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=4c0d9e0d
PC=00000344, REG[14]=40f7702c
PC=00000348, REG[15]=f95e3b49
PC=0000034c, REG[12]=f95e3b4a
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=d3262c49
PC=00000364, REG[14]=85c08bbc
PC=00000368, REG[13]=16c074a0
PC=0000036c, REG[14]=58e6b805
PC=00000370, REG[14]=6fa72ca5
PC=00000374, REG[15]=6fa72ca5
PC=00000378, REG[10]=df4e594a
PC=0000037c, ---
PC=00000380, REG[10]=6fa72ca5
PC=00000384, ---
PC=000002b8, REG[15]=6fa72ca5
PC=000002bc, REG[14]=000000a5
PC=000002c0, REG[15]=00000014
PC=000002c4, REG[15]=00000050
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010040
PC=000002d0, ---
PC=000002d4, REG[15]=00000014
PC=000002d8, REG[15]=00000015
PC=000002dc, ---
PC=000002e0, REG[14]=00000015
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=f95e3b4a
PC=00000344, REG[14]=6fa72ca5
PC=00000348, REG[15]=0f0c2202
PC=0000034c, REG[12]=0f0c2203
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=d87cf402
PC=00000364, REG[14]=8791b401
PC=00000368, REG[13]=4a999954
PC=0000036c, REG[14]=600ea803
PC=00000370, REG[14]=aaa84157
PC=00000374, REG[15]=aaa84157
PC=00000378, REG[10]=555082ae
PC=0000037c, ---
PC=00000380, REG[10]=2aa84157
PC=00000384, ---
PC=000002b8, REG[15]=2aa84157
PC=000002bc, REG[14]=00000157
PC=000002c0, REG[15]=00000015
PC=000002c4, REG[15]=00000054
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010044
PC=000002d0, ---
PC=000002d4, REG[15]=00000015
PC=000002d8, REG[15]=00000016
PC=000002dc, ---
PC=000002e0, REG[14]=00000016
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=0f0c2203
PC=00000344, REG[14]=aaa84157
PC=00000348, REG[15]=59c07787
PC=0000034c, REG[12]=59c07788
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=007fd687
PC=00000364, REG[14]=53a0a54b
PC=00000368, REG[13]=048063a2
PC=0000036c, REG[14]=54207bd2
PC=00000370, REG[14]=58a0df74
PC=00000374, REG[15]=58a0df74
PC=00000378, REG[10]=b141bee8
PC=0000037c, ---
PC=00000380, REG[10]=58a0df74
PC=00000384, ---
PC=000002b8, REG[15]=58a0df74
PC=000002bc, REG[14]=00000374
PC=000002c0, REG[15]=00000016
PC=000002c4, REG[15]=00000058
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010048
PC=000002d0, ---
PC=000002d4, REG[15]=00000016
PC=000002d8, REG[15]=00000017
PC=000002dc, ---
PC=000002e0, REG[14]=00000017
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=59c07788
PC=00000344, REG[14]=58a0df74
PC=00000348, REG[15]=34497ae8
PC=0000034c, REG[12]=34497ae9
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=cacaa2e8
PC=00000364, REG[14]=e1a5d364
PC=00000368, REG[13]=1ad98d18
PC=0000036c, REG[14]=ac70764c
PC=00000370, REG[14]=c74a0364
PC=00000374, REG[15]=c74a0364
PC=00000378, REG[10]=8e9406c8
PC=0000037c, ---
PC=00000380, REG[10]=474a0364
PC=00000384, ---
PC=000002b8, REG[15]=474a0364
PC=000002bc, REG[14]=00000364
PC=000002c0, REG[15]=00000017
PC=000002c4, REG[15]=0000005c
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=0001004c
PC=000002d0, ---
PC=000002d4, REG[15]=00000017
PC=000002d8, REG[15]=00000018
PC=000002dc, ---
PC=000002e0, REG[14]=00000018
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=34497ae9
PC=00000344, REG[14]=c74a0364
PC=00000348, REG[15]=5a8131f5
PC=0000034c, REG[12]=5a8131f6
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=35c9aef5
PC=00000364, REG[14]=68e53494
PC=00000368, REG[13]=0fa4593b
PC=0000036c, REG[14]=9eaee389
PC=00000370, REG[14]=ae533cc4
PC=00000374, REG[15]=ae533cc4
PC=00000378, REG[10]=5ca67988
PC=0000037c, ---
PC=00000380, REG[10]=2e533cc4
PC=00000384, ---
PC=000002b8, REG[15]=2e533cc4
PC=000002bc, REG[14]=000000c4
PC=000002c0, REG[15]=00000018
PC=000002c4, REG[15]=00000060
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010050
PC=000002d0, ---
PC=000002d4, REG[15]=00000018
PC=000002d8, REG[15]=00000019
PC=000002dc, ---
PC=000002e0, REG[14]=00000019
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=5a8131f6
PC=00000344, REG[14]=ae533cc4
PC=00000348, REG[15]=1cacd23e
PC=0000034c, REG[12]=1cacd23f
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=6b2a403e
PC=00000364, REG[14]=7ddaea74
PC=00000368, REG[13]=1b1334fd
PC=0000036c, REG[14]=e9052ab2
PC=00000370, REG[14]=04185faf
PC=00000374, REG[15]=04185faf
PC=00000378, REG[10]=0830bf5e
PC=0000037c, ---
PC=00000380, REG[10]=04185faf
PC=00000384, ---
PC=000002b8, REG[15]=04185faf
PC=000002bc, REG[14]=000003af
PC=000002c0, REG[15]=00000019
PC=000002c4, REG[15]=00000064
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010054
PC=000002d0, ---
PC=000002d4, REG[15]=00000019
PC=000002d8, REG[15]=0000001a
PC=000002dc, ---
PC=000002e0, REG[14]=0000001a
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=1cacd23f
PC=00000344, REG[14]=04185faf
PC=00000348, REG[15]=d9593613
PC=0000034c, REG[12]=d9593614
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=f0b40113
PC=00000364, REG[14]=749ba2c3
PC=00000368, REG[13]=08940d3f
PC=0000036c, REG[14]=654fa3d6
PC=00000370, REG[14]=6de3b115
PC=00000374, REG[15]=6de3b115
PC=00000378, REG[10]=dbc7622a
PC=0000037c, ---
PC=00000380, REG[10]=6de3b115
PC=00000384, ---
PC=000002b8, REG[15]=6de3b115
PC=000002bc, REG[14]=00000115
PC=000002c0, REG[15]=0000001a
PC=000002c4, REG[15]=00000068
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010058
PC=000002d0, ---
PC=000002d4, REG[15]=0000001a
PC=000002d8, REG[15]=0000001b
PC=000002dc, ---
PC=000002e0, REG[14]=0000001b
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=d9593614
PC=00000344, REG[14]=6de3b115
PC=00000348, REG[15]=e0266d84
PC=0000034c, REG[12]=e0266d85
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=388d9184
PC=00000364, REG[14]=93188bb1
PC=00000368, REG[13]=410568f3
PC=0000036c, REG[14]=cba61d35
PC=00000370, REG[14]=0cab8628
PC=00000374, REG[15]=0cab8628
PC=00000378, REG[10]=19570c50
PC=0000037c, ---
PC=00000380, REG[10]=0cab8628
PC=00000384, ---
PC=000002b8, REG[15]=0cab8628
PC=000002bc, REG[14]=00000228
PC=000002c0, REG[15]=0000001b
PC=000002c4, REG[15]=0000006c
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=0001005c
PC=000002d0, ---
PC=000002d4, REG[15]=0000001b
PC=000002d8, REG[15]=0000001c
PC=000002dc, ---
PC=000002e0, REG[14]=0000001c
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=e0266d85
PC=00000344, REG[14]=0cab8628
PC=00000348, REG[15]=b17f3b61
PC=0000034c, REG[12]=b17f3b62
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=66390461
PC=00000364, REG[14]=46fc6d08
PC=00000368, REG[13]=430e4e3b
PC=0000036c, REG[14]=ad357169
PC=00000370, REG[14]=f043bfa4
PC=00000374, REG[15]=f043bfa4
PC=00000378, REG[10]=e0877f48
PC=0000037c, ---
PC=00000380, REG[10]=7043bfa4
PC=00000384, ---
PC=000002b8, REG[15]=7043bfa4
PC=000002bc, REG[14]=000003a4
PC=000002c0, REG[15]=0000001c
PC=000002c4, REG[15]=00000070
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010060
PC=000002d0, ---
PC=000002d4, REG[15]=0000001c
PC=000002d8, REG[15]=0000001d
PC=000002dc, ---
PC=000002e0, REG[14]=0000001d
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=b17f3b62
PC=00000344, REG[14]=f043bfa4
PC=00000348, REG[15]=f9dd0e3a
PC=0000034c, REG[12]=f9dd0e3b
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=f1f8d83a
PC=00000364, REG[14]=126f0bd4
PC=00000368, REG[13]=35196cdb
PC=0000036c, REG[14]=0467e40e
PC=00000370, REG[14]=398150e9
PC=00000374, REG[15]=398150e9
PC=00000378, REG[10]=7302a1d2
PC=0000037c, ---
PC=00000380, REG[10]=398150e9
PC=00000384, ---
PC=000002b8, REG[15]=398150e9
PC=000002bc, REG[14]=000000e9
PC=000002c0, REG[15]=0000001d
PC=000002c4, REG[15]=00000074
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010064
PC=000002d0, ---
PC=000002d4, REG[15]=0000001d
PC=000002d8, REG[15]=0000001e
PC=000002dc, ---
PC=000002e0, REG[14]=0000001e
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=f9dd0e3b
PC=00000344, REG[14]=398150e9
PC=00000348, REG[15]=6241c55f
PC=0000034c, REG[12]=6241c560
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=6616bc5f
PC=00000364, REG[14]=867bcff5
PC=00000368, REG[13]=4abf8a03
PC=0000036c, REG[14]=ec928c54
PC=00000370, REG[14]=37521657
PC=00000374, REG[15]=37521657
PC=00000378, REG[10]=6ea42cae
PC=0000037c, ---
PC=00000380, REG[10]=37521657
PC=00000384, ---
PC=000002b8, REG[15]=37521657
PC=000002bc, REG[14]=00000257
PC=000002c0, REG[15]=0000001e
PC=000002c4, REG[15]=00000078
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010068
PC=000002d0, ---
PC=000002d4, REG[15]=0000001e
PC=000002d8, REG[15]=0000001f
PC=000002dc, ---
PC=000002e0, REG[14]=0000001f
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=6241c560
PC=00000344, REG[14]=37521657
PC=00000348, REG[15]=475a51e0
PC=0000034c, REG[12]=475a51e1
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=690f31e0
PC=00000364, REG[14]=4726164b
PC=00000368, REG[13]=1d64e7b0
PC=0000036c, REG[14]=b035482b
PC=00000370, REG[14]=cd9a2fdb
PC=00000374, REG[15]=cd9a2fdb
PC=00000378, REG[10]=9b345fb6
PC=0000037c, ---
PC=00000380, REG[10]=4d9a2fdb
PC=00000384, ---
PC=000002b8, REG[15]=4d9a2fdb
PC=000002bc, REG[14]=000003db
PC=000002c0, REG[15]=0000001f
PC=000002c4, REG[15]=0000007c
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=0001006c
PC=000002d0, ---
PC=000002d4, REG[15]=0000001f
PC=000002d8, REG[15]=00000020
PC=000002dc, ---
PC=000002e0, REG[14]=00000020
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=475a51e1
PC=00000344, REG[14]=cd9a2fdb
PC=00000348, REG[15]=cd74038d
PC=0000034c, REG[12]=cd74038e
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=e11bd88d
PC=00000364, REG[14]=804f0e7f
PC=00000368, REG[13]=15587b52
PC=0000036c, REG[14]=616ae70c
PC=00000370, REG[14]=76c3625e
PC=00000374, REG[15]=76c3625e
PC=00000378, REG[10]=ed86c4bc
PC=0000037c, ---
PC=00000380, REG[10]=76c3625e
PC=00000384, ---
PC=000002b8, REG[15]=76c3625e
PC=000002bc, REG[14]=0000025e
PC=000002c0, REG[15]=00000020
PC=000002c4, REG[15]=00000080
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010070
PC=000002d0, ---
PC=000002d4, REG[15]=00000020
PC=000002d8, REG[15]=00000021
PC=000002dc, ---
PC=000002e0, REG[14]=00000021
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=cd74038e
PC=00000344, REG[14]=76c3625e
PC=00000348, REG[15]=e4ce11f6
PC=0000034c, REG[12]=e4ce11f7
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=a0b5f7f6
PC=00000364, REG[14]=f6daec86
PC=00000368, REG[13]=3d766ba4
PC=0000036c, REG[14]=9790e47c
PC=00000370, REG[14]=d5075020
PC=00000374, REG[15]=d5075020
PC=00000378, REG[10]=aa0ea040
PC=0000037c, ---
PC=00000380, REG[10]=55075020
PC=00000384, ---
PC=000002b8, REG[15]=55075020
PC=000002bc, REG[14]=00000020
PC=000002c0, REG[15]=00000021
PC=000002c4, REG[15]=00000084
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010074
PC=000002d0, ---
PC=000002d4, REG[15]=00000021
PC=000002d8, REG[15]=00000022
PC=000002dc, ---
PC=000002e0, REG[14]=00000022
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=e4ce11f7
PC=00000344, REG[14]=d5075020
PC=00000348, REG[15]=3be5b16b
PC=0000034c, REG[12]=3be5b16c
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=387f946b
PC=00000364, REG[14]=35a8f5a0
PC=00000368, REG[13]=4472caf0
PC=0000036c, REG[14]=6e288a0b
PC=00000370, REG[14]=b29b54fb
PC=00000374, REG[15]=b29b54fb
PC=00000378, REG[10]=6536a9f6
PC=0000037c, ---
PC=00000380, REG[10]=329b54fb
PC=00000384, ---
PC=000002b8, REG[15]=329b54fb
PC=000002bc, REG[14]=000000fb
PC=000002c0, REG[15]=00000022
PC=000002c4, REG[15]=00000088
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010078
PC=000002d0, ---
PC=000002d4, REG[15]=00000022
PC=000002d8, REG[15]=00000023
PC=000002dc, ---
PC=000002e0, REG[14]=00000023
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=3be5b16c
PC=00000344, REG[14]=b29b54fb
PC=00000348, REG[15]=ce40c3fc
PC=0000034c, REG[12]=ce40c3fd
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=b7a71ffc
PC=00000364, REG[14]=6e8d751f
PC=00000368, REG[13]=11eb2b1d
PC=0000036c, REG[14]=2634951b
PC=00000370, REG[14]=381fc038
PC=00000374, REG[15]=381fc038
PC=00000378, REG[10]=703f8070
PC=0000037c, ---
PC=00000380, REG[10]=381fc038
PC=00000384, ---
PC=000002b8, REG[15]=381fc038
PC=000002bc, REG[14]=00000038
PC=000002c0, REG[15]=00000023
PC=000002c4, REG[15]=0000008c
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=0001007c
PC=000002d0, ---
PC=000002d4, REG[15]=00000023
PC=000002d8, REG[15]=00000024
PC=000002dc, ---
PC=000002e0, REG[14]=00000024
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=ce40c3fd
PC=00000344, REG[14]=381fc038
PC=00000348, REG[15]=90ddf679
PC=0000034c, REG[12]=90ddf67a
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=f73c9779
PC=00000364, REG[14]=1e8891d8
PC=00000368, REG[13]=3db3ac57
PC=0000036c, REG[14]=15c52951
PC=00000370, REG[14]=5378d5a8
PC=00000374, REG[15]=5378d5a8
PC=00000378, REG[10]=a6f1ab50
PC=0000037c, ---
PC=00000380, REG[10]=5378d5a8
PC=00000384, ---
PC=000002b8, REG[15]=5378d5a8
PC=000002bc, REG[14]=000001a8
PC=000002c0, REG[15]=00000024
PC=000002c4, REG[15]=00000090
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010080
PC=000002d0, ---
PC=000002d4, REG[15]=00000024
PC=000002d8, REG[15]=00000025
PC=000002dc, ---
PC=000002e0, REG[14]=00000025
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=90ddf67a
PC=00000344, REG[14]=5378d5a8
PC=00000348, REG[15]=414cd972
PC=0000034c, REG[12]=414cd973
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=f28a9b72
PC=00000364, REG[14]=d903e688
PC=00000368, REG[13]=2b567e54
PC=0000036c, REG[14]=cb8e81fa
PC=00000370, REG[14]=f6e5004e
PC=00000374, REG[15]=f6e5004e
PC=00000378, REG[10]=edca009c
PC=0000037c, ---
PC=00000380, REG[10]=76e5004e
PC=00000384, ---
PC=000002b8, REG[15]=76e5004e
PC=000002bc, REG[14]=0000004e
PC=000002c0, REG[15]=00000025
PC=000002c4, REG[15]=00000094
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010084
PC=000002d0, ---
PC=000002d4, REG[15]=00000025
PC=000002d8, REG[15]=00000026
PC=000002dc, ---
PC=000002e0, REG[14]=00000026
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=414cd973
PC=00000344, REG[14]=f6e5004e
PC=00000348, REG[15]=4e514637
PC=0000034c, REG[12]=4e514638
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=0f26d537
PC=00000364, REG[14]=56cdbfb6
PC=00000368, REG[13]=1388f2b9
PC=0000036c, REG[14]=65f494ed
PC=00000370, REG[14]=797d87a6
PC=00000374, REG[15]=797d87a6
PC=00000378, REG[10]=f2fb0f4c
PC=0000037c, ---
PC=00000380, REG[10]=797d87a6
PC=00000384, ---
PC=000002b8, REG[15]=797d87a6
PC=000002bc, REG[14]=000003a6
PC=000002c0, REG[15]=00000026
PC=000002c4, REG[15]=00000098
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010088
PC=000002d0, ---
PC=000002d4, REG[15]=00000026
PC=000002d8, REG[15]=00000027
PC=000002dc, ---
PC=000002e0, REG[14]=00000027
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=4e514638
PC=00000344, REG[14]=797d87a6
PC=00000348, REG[15]=94b71fd8
PC=0000034c, REG[12]=94b71fd9
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=b2eeb7d8
PC=00000364, REG[14]=dcfa322e
PC=00000368, REG[13]=176ddd0e
PC=0000036c, REG[14]=8fe8ea06
PC=00000370, REG[14]=a756c714
PC=00000374, REG[15]=a756c714
PC=00000378, REG[10]=4ead8e28
PC=0000037c, ---
PC=00000380, REG[10]=2756c714
PC=00000384, ---
PC=000002b8, REG[15]=2756c714
PC=000002bc, REG[14]=00000314
PC=000002c0, REG[15]=00000027
PC=000002c4, REG[15]=0000009c
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=0001008c
PC=000002d0, ---
PC=000002d4, REG[15]=00000027
PC=000002d8, REG[15]=00000028
PC=000002dc, ---
PC=000002e0, REG[14]=00000028
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=94b71fd9
PC=00000344, REG[14]=a756c714
PC=00000348, REG[15]=f24a4025
PC=0000034c, REG[12]=f24a4026
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=5a346d25
PC=00000364, REG[14]=45a7ea84
PC=00000368, REG[13]=2c7d35ea
PC=0000036c, REG[14]=9fdc57a9
PC=00000370, REG[14]=cc598d93
PC=00000374, REG[15]=cc598d93
PC=00000378, REG[10]=98b31b26
PC=0000037c, ---
PC=00000380, REG[10]=4c598d93
PC=00000384, ---
PC=000002b8, REG[15]=4c598d93
PC=000002bc, REG[14]=00000193
PC=000002c0, REG[15]=00000028
PC=000002c4, REG[15]=000000a0
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010090
PC=000002d0, ---
PC=000002d4, REG[15]=00000028
PC=000002d8, REG[15]=00000029
PC=000002dc, ---
PC=000002e0, REG[14]=00000029
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=f24a4026
PC=00000344, REG[14]=cc598d93
PC=00000348, REG[15]=0afe20ae
PC=0000034c, REG[12]=0afe20af
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=b8377eae
PC=00000364, REG[14]=6388cfd7
PC=00000368, REG[13]=487b88a0
PC=0000036c, REG[14]=1bc04e85
